Dataset,SpectralGap,NodeLI,EdgeLI,AdjHomophily,TrainingLoss,NMI,TestAcc
Dataset/SBM100/SBM250_0.3_0.02.pt,0.11856709900945163,0.6706353981318319,0.6694913543418526,0.8784516591211322,0.0006856435793451965,1.0,1.0
Dataset/SBM100/SBM250_0.3_0.02.pt,0.11856709900945163,0.6706353981318319,0.6694913543418526,0.8784516591211322,0.0006856435793451965,1.0,1.0
